iter	Logloss
721	0.2579944482
722	0.2579923005
723	0.2579868364
724	0.2579786989
725	0.2579770729
726	0.2579662997
727	0.2579622362
728	0.2579622182
729	0.2579598649
730	0.2579331171
731	0.2579321227
732	0.2578955692
733	0.2578946411
734	0.2578846241
735	0.2578553249
736	0.2578552473
737	0.2578409296
738	0.2578370907
739	0.2578356157
740	0.2578099611
741	0.2578098824
742	0.2578024948
743	0.2577904916
744	0.2577903885
745	0.2577572104
746	0.2577417277
747	0.2577295937
748	0.2577278829
749	0.2577278167
750	0.257686646
751	0.2576821817
752	0.257674548
753	0.2576374322
754	0.2576031737
755	0.2575638911
756	0.2575580405
757	0.2575389624
758	0.257515758
759	0.257515075
760	0.2574902305
761	0.2574884316
762	0.2574883746
763	0.2574635803
764	0.2574631359
765	0.2574175559
766	0.2574150431
767	0.2574020595
768	0.2573947878
769	0.2573945721
770	0.2573945041
771	0.2573878559
772	0.2573875539
773	0.2573872896
774	0.2573866936
775	0.2573866444
776	0.257386639
777	0.2573572399
778	0.2573494546
779	0.2573149989
780	0.2573149452
781	0.257312258
782	0.2573122145
783	0.257298532
784	0.2572979184
785	0.2572959986
786	0.2572910068
787	0.2572904921
788	0.257286404
789	0.2572837632
790	0.257283249
791	0.2572785382
792	0.2572782605
793	0.2572317509
794	0.2572311975
795	0.2572020283
796	0.2572018599
797	0.2571898567
798	0.2571875762
799	0.257185578
800	0.2571851862
801	0.2571630212
802	0.2571630205
803	0.2571619869
804	0.2571388476
805	0.2571366335
806	0.2571068937
807	0.2571061183
808	0.257106037
809	0.2570930825
810	0.2570722653
811	0.2570623972
812	0.2570618691
813	0.2570322818
814	0.2570213681
815	0.2570199354
816	0.2570081174
817	0.2569971054
818	0.2569967225
819	0.2569966571
820	0.2569863729
821	0.2569750633
822	0.2569611897
823	0.2569442001
824	0.2569389676
825	0.2569377453
826	0.2569208965
827	0.2569208871
828	0.2569208854
829	0.2568745682
830	0.256873737
831	0.2568723493
832	0.2568723492
833	0.2568523122
834	0.2568516969
835	0.2568430991
836	0.2568426825
837	0.2568204262
838	0.2568100406
839	0.2568028593
840	0.2567703469
841	0.2567603143
842	0.2567462442
843	0.2567282912
844	0.2567282903
845	0.2567279011
846	0.2567270318
847	0.256727031
848	0.2567269125
849	0.256726864
850	0.2567267942
851	0.2567095197
852	0.2567065556
853	0.2567047081
854	0.2566936974
855	0.2566919573
856	0.2566690733
857	0.2566447684
858	0.2566443451
859	0.2566429659
860	0.2566407942
861	0.2566397057
862	0.2566378627
863	0.2566373492
864	0.2566291257
865	0.2566291084
866	0.2565973399
867	0.2565961305
868	0.2565951647
869	0.2565718662
870	0.2565718513
871	0.2565618767
872	0.256556063
873	0.25654967
874	0.2565419584
875	0.2565415956
876	0.2565224934
877	0.2565208999
878	0.2565180492
879	0.2564926361
880	0.2564920367
881	0.2564894097
882	0.2564841994
883	0.2564829038
884	0.2564758821
885	0.256474349
886	0.2564732116
887	0.2564732116
888	0.2564731822
889	0.256472956
890	0.25645718
891	0.2564571553
892	0.2564571541
893	0.2564476974
894	0.2564470626
895	0.2564466311
896	0.2564462088
897	0.2564451372
898	0.2564449495
899	0.2564309262
900	0.2564308815
901	0.2564308602
902	0.2564302207
903	0.2564302077
904	0.2564294492
905	0.2564294003
906	0.256429082
907	0.256417343
908	0.2564160353
909	0.256399685
910	0.2563881598
911	0.2563878905
912	0.2563873384
913	0.2563808088
914	0.2563807093
915	0.2563770901
916	0.2563767645
917	0.2563766729
918	0.2563761381
919	0.2563736988
920	0.2563733673
921	0.2563733626
922	0.2563727493
923	0.256346157
924	0.2563459484
925	0.2563436908
926	0.256308709
927	0.2563084925
928	0.2563081201
929	0.2562672585
930	0.256265048
931	0.2562627937
932	0.2562627204
933	0.2562622178
934	0.2562511213
935	0.2562399014
936	0.2562291718
937	0.2562159723
938	0.2562157924
939	0.2561974592
940	0.2561973593
941	0.2561889125
942	0.2561887699
943	0.2561596886
944	0.2560774172
945	0.2560609601
946	0.2560609585
947	0.2560544395
948	0.2560543732
949	0.2560543128
950	0.256054
951	0.2560539491
952	0.256030328
953	0.2560303094
954	0.2560054741
955	0.2560042322
956	0.2560039715
957	0.2559987524
958	0.2559971368
959	0.255971278
960	0.2559709576
961	0.2559705417
962	0.2559661307
963	0.2559559459
964	0.2559559379
965	0.2559555497
966	0.2559548966
967	0.2559300507
968	0.2559300122
969	0.255929993
970	0.2559194076
971	0.2559122646
972	0.2559098408
973	0.2559098267
974	0.2559094164
975	0.2559092972
976	0.2559079541
977	0.2559079368
978	0.2559077452
979	0.2559077278
980	0.2559023587
981	0.2558860808
982	0.2558582832
983	0.2558556905
984	0.2558352178
985	0.2558347174
986	0.2558242491
987	0.2558168628
988	0.2557942569
989	0.25579412
990	0.2557920375
991	0.2557920375
992	0.255791875
993	0.2557908409
994	0.2557748278
995	0.2557741185
996	0.2557602595
997	0.2557547987
998	0.2557449822
999	0.2557440984
