iter	Passed	Remaining
406	5834	8500
407	5844	8480
408	5859	8466
409	5873	8451
410	5884	8432
411	5890	8406
412	5905	8393
413	5919	8379
414	5933	8364
415	5941	8341
416	5955	8326
417	5970	8312
418	5983	8296
419	5990	8271
420	6005	8259
421	6021	8247
422	6036	8233
423	6050	8218
424	6063	8202
425	6076	8187
426	6090	8173
427	6097	8149
428	6104	8125
429	6110	8100
430	6123	8084
431	6131	8061
432	6142	8043
433	6149	8019
434	6162	8003
435	6176	7989
436	6190	7975
437	6203	7960
438	6221	7949
439	6237	7938
440	6243	7914
441	6251	7891
442	6261	7873
443	6275	7858
444	6281	7834
445	6288	7810
446	6298	7791
447	6312	7777
448	6326	7763
449	6338	7747
450	6344	7723
451	6357	7708
452	6373	7695
453	6381	7674
454	6387	7650
455	6404	7640
456	6421	7629
457	6441	7622
458	6455	7608
459	6475	7601
460	6488	7586
461	6509	7580
462	6536	7581
463	6557	7575
464	6576	7566
465	6587	7549
466	6598	7531
467	6615	7519
468	6638	7515
469	6656	7506
470	6675	7497
471	6684	7477
472	6692	7456
473	6705	7441
474	6719	7426
475	6731	7410
476	6744	7395
477	6750	7372
478	6764	7357
479	6777	7342
480	6791	7328
481	6818	7327
482	6836	7317
483	6855	7308
484	6872	7297
485	6887	7284
486	6901	7270
487	6913	7253
488	6931	7243
489	6940	7223
490	6951	7206
491	6969	7196
492	6982	7180
493	7000	7170
494	7008	7149
495	7027	7140
496	7037	7122
497	7052	7108
498	7066	7094
499	7077	7077
500	7083	7055
501	7095	7039
502	7109	7024
503	7121	7008
504	7127	6986
505	7133	6963
506	7138	6941
507	7152	6927
508	7158	6905
509	7164	6883
510	7175	6866
511	7181	6845
512	7195	6830
513	7201	6809
514	7207	6787
515	7213	6765
516	7227	6752
517	7245	6741
518	7252	6721
519	7261	6702
520	7270	6684
521	7284	6670
522	7291	6649
523	7304	6635
524	7318	6621
525	7326	6602
526	7332	6580
527	7344	6565
528	7350	6544
529	7362	6529
530	7369	6509
531	7376	6488
532	7382	6468
533	7394	6453
534	7406	6437
535	7420	6423
536	7437	6412
537	7451	6398
538	7464	6384
539	7478	6370
540	7486	6352
541	7498	6336
542	7510	6321
543	7519	6303
544	7525	6282
545	7539	6268
546	7552	6254
547	7566	6240
548	7572	6220
549	7582	6203
550	7589	6184
551	7597	6165
552	7603	6145
553	7610	6126
554	7616	6106
555	7622	6086
556	7627	6066
557	7640	6052
558	7652	6037
559	7665	6023
560	7679	6009
561	7690	5993
562	7702	5978
563	7708	5958
564	7721	5945
565	7735	5931
566	7745	5914
567	7756	5899
568	7766	5883
569	7780	5869
570	7789	5852
571	7802	5838
572	7809	5819
573	7815	5800
574	7824	5783
575	7829	5763
576	7841	5748
577	7856	5736
578	7862	5717
579	7869	5698
580	7877	5680
581	7884	5663
582	7891	5644
583	7905	5630
584	7926	5622
585	7938	5608
586	7946	5591
587	7960	5577
588	7979	5567
589	7993	5555
590	8010	5543
591	8029	5534
592	8038	5517
593	8052	5504
594	8062	5488
595	8083	5479
596	8099	5467
597	8107	5450
598	8124	5438
599	8142	5428
600	8151	5411
601	8164	5398
602	8172	5380
603	8178	5362
604	8184	5343
605	8198	5330
606	8205	5312
607	8211	5294
608	8217	5275
609	8231	5262
610	8237	5244
611	8250	5230
612	8262	5216
613	8272	5200
614	8284	5186
615	8293	5170
616	8299	5152
617	8311	5137
618	8317	5119
619	8323	5101
620	8337	5088
621	8351	5075
622	8365	5062
623	8377	5048
624	8391	5034
625	8404	5021
626	8411	5004
627	8418	4986
628	8425	4969
629	8436	4954
630	8443	4937
631	8451	4920
632	8457	4903
633	8466	4887
634	8472	4870
635	8483	4855
636	8491	4838
637	8500	4823
638	8506	4805
639	8517	4791
640	8530	4777
641	8538	4761
642	8544	4744
643	8557	4730
644	8563	4713
645	8574	4698
646	8580	4681
647	8594	4668
648	8604	4653
649	8611	4636
650	8617	4619
651	8623	4602
652	8637	4589
653	8655	4578
654	8661	4562
655	8682	4553
656	8688	4536
657	8707	4525
658	8714	4509
659	8722	4493
660	8736	4480
661	8743	4464
662	8749	4447
663	8756	4431
664	8763	4414
665	8778	4402
666	8786	4386
667	8800	4374
668	8807	4357
669	8814	4341
670	8822	4325
671	8835	4312
672	8842	4296
673	8849	4280
674	8856	4264
675	8862	4247
676	8868	4231
677	8882	4218
678	8897	4206
679	8912	4194
680	8920	4178
681	8931	4164
682	8938	4148
683	8944	4132
684	8954	4117
685	8969	4105
686	8983	4093
687	8992	4078
688	8998	4061
689	9005	4045
690	9020	4033
691	9035	4021
692	9045	4007
693	9051	3991
694	9065	3978
695	9073	3962
696	9082	3948
697	9102	3938
698	9117	3926
699	9132	3913
700	9146	3901
701	9153	3885
702	9160	3870
703	9174	3857
704	9186	3844
705	9200	3831
706	9207	3815
707	9221	3803
708	9234	3790
709	9254	3779
710	9268	3767
711	9274	3751
712	9283	3736
713	9293	3722
714	9299	3706
715	9314	3694
716	9322	3679
717	9328	3663
718	9336	3648
719	9346	3634
720	9362	3622
721	9376	3610
722	9388	3596
723	9394	3581
724	9406	3567
725	9417	3554
726	9431	3541
727	9444	3528
728	9451	3513
729	9458	3498
730	9472	3485
731	9478	3470
732	9495	3458
733	9502	3443
734	9509	3428
735	9523	3416
736	9537	3403
737	9547	3389
738	9554	3374
739	9562	3359
740	9570	3345
741	9583	3332
742	9593	3318
743	9602	3304
744	9617	3291
745	9623	3276
746	9628	3261
747	9636	3246
748	9642	3231
749	9649	3216
750	9654	3201
751	9660	3185
752	9667	3171
753	9676	3157
754	9682	3142
755	9692	3128
756	9704	3115
757	9719	3103
758	9725	3088
759	9732	3073
760	9738	3058
761	9752	3045
762	9766	3033
763	9773	3018
764	9785	3006
765	9791	2991
766	9806	2978
767	9813	2964
768	9822	2950
769	9833	2937
770	9840	2922
771	9855	2910
772	9861	2895
773	9867	2881
774	9873	2866
775	9883	2853
776	9890	2838
777	9900	2825
778	9911	2811
779	9926	2799
780	9936	2786
781	9943	2772
782	9949	2757
783	9962	2744
784	9968	2730
785	9976	2716
786	9982	2701
787	9989	2687
788	9995	2673
789	10001	2658
790	10007	2644
791	10021	2631
792	10033	2619
793	10039	2604
794	10045	2590
795	10051	2576
796	10060	2562
797	10067	2548
798	10074	2534
799	10081	2520
800	10087	2506
801	10098	2493
802	10118	2482
803	10127	2468
804	10143	2457
805	10167	2447
806	10176	2433
807	10185	2420
808	10191	2406
809	10198	2392
810	10203	2377
811	10210	2363
812	10216	2349
813	10231	2337
814	10237	2323
815	10244	2309
816	10250	2296
817	10256	2282
818	10276	2271
819	10293	2259
820	10300	2245
821	10313	2233
822	10331	2221
823	10340	2208
824	10352	2195
825	10360	2182
826	10371	2169
827	10376	2155
828	10390	2143
829	10395	2129
830	10404	2115
831	10422	2104
832	10432	2091
833	10446	2079
834	10453	2065
835	10459	2051
836	10472	2039
837	10479	2025
838	10493	2013
839	10499	1999
840	10505	1986
841	10516	1973
842	10523	1959
843	10537	1947
844	10553	1935
845	10569	1923
846	10575	1910
847	10581	1896
848	10589	1883
849	10596	1869
850	10610	1857
851	10619	1844
852	10643	1834
853	10652	1821
854	10661	1808
855	10668	1794
856	10674	1781
857	10681	1767
858	10687	1754
859	10695	1741
860	10701	1727
861	10707	1714
862	10713	1700
863	10726	1688
864	10733	1675
865	10740	1661
866	10746	1648
867	10757	1635
868	10775	1624
869	10784	1611
870	10798	1599
871	10811	1586
872	10816	1573
873	10823	1560
874	10833	1547
875	10843	1534
876	10854	1522
877	10868	1510
878	10881	1497
879	10895	1485
880	10901	1472
881	10907	1459
882	10915	1446
883	10923	1433
884	10936	1421
885	10951	1409
886	10964	1396
887	10988	1385
888	10994	1372
889	11005	1360
890	11016	1347
891	11026	1335
892	11035	1322
893	11041	1309
894	11054	1296
895	11064	1284
896	11070	1271
897	11077	1258
898	11083	1245
899	11097	1233
900	11104	1220
901	11118	1207
902	11132	1195
903	11138	1182
904	11144	1169
905	11160	1157
906	11175	1145
907	11182	1133
908	11194	1120
909	11200	1107
910	11210	1095
911	11224	1083
912	11238	1070
913	11252	1058
914	11269	1046
915	11275	1034
916	11289	1021
917	11299	1009
918	11307	996
919	11320	984
920	11330	971
921	11337	959
922	11343	946
923	11352	933
924	11374	922
925	11393	910
926	11407	898
927	11413	885
928	11423	873
929	11429	860
930	11436	847
931	11449	835
932	11458	822
933	11464	810
934	11478	797
935	11487	785
936	11495	772
937	11509	760
938	11516	748
939	11525	735
940	11538	723
941	11545	710
942	11553	698
943	11563	685
944	11572	673
945	11590	661
946	11599	649
947	11606	636
948	11615	624
949	11627	611
950	11634	599
951	11643	587
952	11650	574
953	11658	562
954	11672	550
955	11686	537
956	11694	525
957	11705	513
958	11719	501
959	11724	488
960	11739	476
961	11749	464
962	11754	451
963	11785	440
964	11802	428
965	11811	415
966	11820	403
967	11838	391
968	11851	379
969	11864	366
970	11872	354
971	11885	342
972	11892	330
973	11913	318
974	11930	305
975	11940	293
976	11951	281
977	11959	269
978	11980	256
979	11999	244
980	12020	232
981	12033	220
982	12048	208
983	12055	196
984	12068	183
985	12074	171
986	12096	159
987	12104	147
988	12116	134
989	12122	122
990	12135	110
991	12153	98
992	12161	85
993	12179	73
994	12190	61
995	12202	49
996	12209	36
997	12224	24
998	12235	12
999	12243	0
